tweetId,topic,multimodal,op_followers_count,op_followers_count_jul2026
1988720836401066457,Other / Miscellaneous,video,149162,180969
1988727649364267348,Health & Medicine,text,382139,398586
1988734240679456775,Politics & Elections,video,413692,
1988738816363110716,AI generated content,video,,5389
1988752770497761532,Politics & Elections,video,319584,323603
1988792758497341829,Politics & Elections,image,5605,5862
1988796762069631123,Politics & Elections,image,84536,86481
1988838932407108000,Politics & Elections,image,5606,5862
1988856329713164773,Geopolitics & International Conflicts,image,11457110,11566329
1988860187151589847,Politics & Elections,image,103624,123172
1988903691865219213,Health & Medicine,video,232091,242774
1988921829709193655,Celebrity / Entertainment / Viral,video,821721,827272
1988927853342388700,Politics & Elections,video,313793,309263
1988938432878354509,Health & Medicine,video,237875,243825
1988938435504353484,Social/Cultural Issues,video,90841,
1988939159357235418,Social/Cultural Issues,video,11494,14248
1988957905295655337,Politics & Elections,text,9282,12605
1988965069573497208,Social/Cultural Issues,video,1929124,2030250
1988967633153310845,Politics & Elections,image,111575,122747
1988974813432738183,Politics & Elections,text,2958482,3204180
1988977921088974905,Celebrity / Entertainment / Viral,image,4965,
1988978659445895446,Politics & Elections,image,705820,763818
1989009112097566866,Social/Cultural Issues,text,33974,33446
1989016768937955466,Health & Medicine,image,561417,554930
1989028802589323325,Science & Technology,image,457150,482484
1989033636155236742,Economy & Finance,image,168205,226263
1989037321497538885,Politics & Elections,video,1446875,1595852
1989038372958904792,Politics & Elections,text,699562,739743
1989042966845853947,Celebrity / Entertainment / Viral,image,74697,
1989066115281305951,Social/Cultural Issues,image,523250,
1989097762223452609,Social/Cultural Issues,video,622522,620025
1989100069275177286,Celebrity / Entertainment / Viral,video,30220,28359
1989100233926844497,Geopolitics & International Conflicts,video,122199,128648
1989125742257664383,Social/Cultural Issues,image,97829,
1989160179708084437,Celebrity / Entertainment / Viral,text,35186,35284
1989196318397591710,Politics & Elections,image,259905,304971
1989205611909951678,Other / Miscellaneous,text,48318,48526
1989228590190456973,Geopolitics & International Conflicts,text,54321,169180
1989230207451197915,Politics & Elections,video,494524,582933
1989270161296429087,Economy & Finance,image,80598,89793
1989271391175319873,Conspiracy & Pseudoscience,video,2355296,2361555
1989283580204425332,Politics & Elections,text,3191925,3320960
1989288954089394380,Economy & Finance,image,336499,345707
1989293068722266566,AI generated content,video,336442,
1989293822614917209,Conspiracy & Pseudoscience,video,250955,294045
1989315118358745148,Geopolitics & International Conflicts,text,26005,27803
1989319322313822491,Politics & Elections,image,121985,138473
1989321989320798640,Economy & Finance,text,1172669,1775967
1989345763135213971,Conspiracy & Pseudoscience,video,,
1989354247054381132,Geopolitics & International Conflicts,image,562165,595052
1989367457954607138,Economy & Finance,text,,
1989389266259251578,Politics & Elections,image,1685988,1758764
1989390636198633936,Politics & Elections,image,,
1989401918863810774,Sports,image,9,7
1989437140418130098,Social/Cultural Issues,text,3357,3369
1989438386843914522,Geopolitics & International Conflicts,video,35335,42033
1989440177090302084,Politics & Elections,text,7872630,8895998
1989448515165327634,Geopolitics & International Conflicts,text,2273541,2284113
1989457104005206036,Science & Technology,video,5653,8584
1989505091230208481,Science & Technology,video,,
1989527625845391560,Social/Cultural Issues,image,766,749
1989530910841295234,Geopolitics & International Conflicts,text,3941,4058
1989539912312336640,Politics & Elections,text,419656,428508
1989551172256956598,AI generated content,video,104005,128910
1989579511441019265,Sports,text,3711,4103
1989621990756413517,Celebrity / Entertainment / Viral,image,38607,38081
1989638578062987648,Politics & Elections,image,494524,582933
1989650567019598248,Politics & Elections,text,1755,1627
1989681619146281286,Celebrity / Entertainment / Viral,video,641317,666942
1989683744945340589,AI generated content,video,38278,61036
1989699497534926925,Celebrity / Entertainment / Viral,image,57445,
1989707838579732894,Celebrity / Entertainment / Viral,video,101262,106824
1989713752204185742,Social/Cultural Issues,video,,
1989718030356811873,Politics & Elections,image,451440,449542
1989725064971882771,Economy & Finance,image,,
1989728852235444504,Social/Cultural Issues,video,,
1989730717933174819,Politics & Elections,image,84029,134169
1989733854366896145,Economy & Finance,image,10631,11513
1989749929334784497,Celebrity / Entertainment / Viral,text,36235,47388
1989752770950295932,Geopolitics & International Conflicts,image,886011,901092
1989755354670838043,Politics & Elections,image,518275,547854
1989758080314478727,Politics & Elections,text,400589,407120
1989770876943044979,Science & Technology,video,448915,482610
1989774950513652001,Science & Technology,video,586548,595205
1989779460565209509,Social/Cultural Issues,text,826,847
1989801481256726638,Politics & Elections,video,55663,54476
1989803898509693275,Conspiracy & Pseudoscience,video,1304012,1391554
1989806178243670309,Politics & Elections,video,10614,12927
1989823475331002522,Other / Miscellaneous,image,,
1989824419636949320,Politics & Elections,text,18342,19146
1989829738483900845,Science & Technology,text,15657,15863
1989834247872680239,Politics & Elections,image,2616,2911
1989852157441409533,Politics & Elections,text,5005,5051
1989856498445353364,Social/Cultural Issues,image,25390,28273
1989860562096791747,Conspiracy & Pseudoscience,image,124956,160096
1989872296555938082,Politics & Elections,video,451522,593226
1989876625459351960,Social/Cultural Issues,video,431608,421857
1989877119032463823,Science & Technology,image,357371,460591
1989879974170693757,Celebrity / Entertainment / Viral,image,19712,28660
1989904590305988749,Celebrity / Entertainment / Viral,image,19712,28660
1989917965094203891,Science & Technology,video,2399499,2487796
1990037470231109971,Other / Miscellaneous,image,,
1990038229127491719,Social/Cultural Issues,image,77523,138679
1990053500693463184,Social/Cultural Issues,video,74566,84753
1990060599527813464,Geopolitics & International Conflicts,image,150150,173203
1990063213258412160,Social/Cultural Issues,text,5174,5201
1990067720155447479,Economy & Finance,video,171560,190870
1990069171044974806,Conspiracy & Pseudoscience,text,245154,256191
1990081853856911678,Social/Cultural Issues,text,100470,108587
1990096789085802708,Social/Cultural Issues,video,1329788,1361711
1990106370650046907,Economy & Finance,text,2461835,3207622
1990108811160350901,Politics & Elections,text,4472969,4470396
1990131367187759121,Politics & Elections,image,265296,287803
1990158203569746195,Geopolitics & International Conflicts,text,88072,115618
1990161251872223448,Politics & Elections,text,35815,39321
1990192559369707724,Social/Cultural Issues,image,78138,83968
1990198888175939691,Sports,video,712,777
1990225780455145960,Geopolitics & International Conflicts,image,12399,17594
1990229021364519102,Economy & Finance,text,1067834,1820384
1990253726477766848,Health & Medicine,text,2208,2260
1990261462741475337,Politics & Elections,video,50499,57778
1990280119282471091,Politics & Elections,image,27532,35004
1990286835088834588,Politics & Elections,image,47443,
1990312633916928380,Geopolitics & International Conflicts,image,4395720,4559767
1990329057771442478,Economy & Finance,image,419182,429649
1990372080131690891,Geopolitics & International Conflicts,video,382302,389722
1990374563943952814,Social/Cultural Issues,image,,
1990376938238791687,Conspiracy & Pseudoscience,video,93572,
1990383678682456084,Geopolitics & International Conflicts,video,702262,873553
1990387364720504893,Social/Cultural Issues,text,669245,683047
1990406689795760323,Other / Miscellaneous,image,3747409,5981170
1990417262491173263,Health & Medicine,text,561415,554930
1990421523706843544,Social/Cultural Issues,text,56485,59609
1990423146327859432,Social/Cultural Issues,text,92178,
1990425581997985969,Politics & Elections,text,1830032,1952188
1990426869187916076,Politics & Elections,image,129054,170141
1990429231206019224,Celebrity / Entertainment / Viral,image,370889,379584
1990430954666504377,Celebrity / Entertainment / Viral,video,25797,34157
1990432079679512595,Politics & Elections,text,1277596,1276121
1990449713414611366,Social/Cultural Issues,video,84025,134169
1990453926013907014,Celebrity / Entertainment / Viral,video,571254,623560
1990454469482459409,Geopolitics & International Conflicts,text,48475,75789
1990460064331935997,Politics & Elections,image,189564,190950
1990466852628123699,Politics & Elections,video,600002,598837
1990494395813277897,Politics & Elections,image,13544,13398
1990544321737810420,Geopolitics & International Conflicts,text,349135,393628
1990549271905730863,Politics & Elections,video,209841,232070
1990553627157823797,Politics & Elections,image,231495,259652
1990558854443372598,Celebrity / Entertainment / Viral,video,,5389
1990576408377401828,Celebrity / Entertainment / Viral,video,485074,509660
1990615296923873740,Politics & Elections,image,258229,304971
1990622776449696246,Politics & Elections,image,259910,304971
1990648863754256521,Geopolitics & International Conflicts,image,86711,101160
1990659600606228514,AI generated content,video,1462585,1516812
1990662605590130751,Science & Technology,video,448920,482610
1990668980126953633,Politics & Elections,video,504,2062
1990674832485233051,Other / Miscellaneous,image,1143,
1990693518793220430,Social/Cultural Issues,image,131107,137411
1990715101893013724,Geopolitics & International Conflicts,video,346023,376612
1990744196375065194,Geopolitics & International Conflicts,image,299827,332981
1990799837336367288,Celebrity / Entertainment / Viral,text,317067,315429
1990806831493533942,Geopolitics & International Conflicts,video,6058,6293
1990809389872075155,Politics & Elections,image,19490,50470
1990822359750881314,Other / Miscellaneous,video,316227,321640
1990832584721338737,Social/Cultural Issues,video,153854,181635
1990839147414581656,Sports,image,798494,828110
1990846111074906183,Celebrity / Entertainment / Viral,image,,
1990857364686451171,Sports,image,102054,100005
1990859185966465187,Politics & Elections,text,,
1990859308473462806,Celebrity / Entertainment / Viral,image,212565,297720
1990864842169987299,Politics & Elections,video,1401265,1479164
1990884400767127949,Celebrity / Entertainment / Viral,image,309559,318476
1990891195669594127,Geopolitics & International Conflicts,image,7366147,7415496
1990898983917543859,Celebrity / Entertainment / Viral,video,,
1990905168095793537,Social/Cultural Issues,text,52,75
1990907998789636123,Sports,text,1888,1869
1990917853462077729,Celebrity / Entertainment / Viral,text,59749,62914
1990939616988590157,Politics & Elections,text,619521,619366
1990957849372209235,Science & Technology,image,27531,35004
1990981896914751704,Celebrity / Entertainment / Viral,video,20039,34119
1991027394514202758,Celebrity / Entertainment / Viral,image,644617,656756
1991086285855805453,Social/Cultural Issues,video,29597,36503
1991114236555383117,Geopolitics & International Conflicts,video,244424,250440
1991114610380771619,Geopolitics & International Conflicts,video,1601290,1989719
1991123357987680702,Health & Medicine,video,121347,148134
1991129617017540729,Geopolitics & International Conflicts,video,755484,803535
1991129820344775099,Science & Technology,image,287022,339894
1991134891291930660,Science & Technology,video,220350,220327
1991141320744677590,AI generated content,video,,
1991151576980079075,Politics & Elections,video,592255,
1991160032570827100,Social/Cultural Issues,video,252471,
1991193502630199537,AI generated content,video,1205894,1194778
1991195731839836459,AI generated content,image,,
1991220081443901919,Politics & Elections,text,359117,365973
1991226888904208758,Politics & Elections,image,209023,219174
1991231332488270030,Social/Cultural Issues,video,130466,136049
1991258040679399618,Politics & Elections,text,1074327,1820384
1991266332877152414,Celebrity / Entertainment / Viral,text,30051,30722
1991273429446603153,Social/Cultural Issues,text,18591,21475
1991276993623781724,Politics & Elections,video,,
1991277807964680225,Celebrity / Entertainment / Viral,video,186205,219571
1991282425406562532,Politics & Elections,text,2795789,2811056
1991293785003712874,Science & Technology,video,67877,83720
1991372086716113333,Social/Cultural Issues,image,80844,111067
1991383284690080070,Politics & Elections,video,2228489,2240708
1991397362049380500,Celebrity / Entertainment / Viral,video,173789,
1991434674045088169,Geopolitics & International Conflicts,video,473752,
1991467365276528959,Politics & Elections,video,172942,231833
1991471750354436355,Social/Cultural Issues,text,944,2304
1991478705970114588,Politics & Elections,video,914550,1161535
1991485074332872871,Other / Miscellaneous,video,257240,266166
